document	label
마지막 대결결과? 안알랴줌^~^	1
감독 면상좀 보자.	0
웃어야 할지 울어야할지 모르게 만들었던 영화. 인생도 그렇다는걸 알려줬다.	1
리틀 제야 벨제바브를 말하는걸가? 악마같은 살인이 취미며 생활이었다 시티오브갓 어린아이들도 권력을 행세할수있는 실태 현실이라는점이 안타까운 나라중의 하나라는걸 알수있었다 마리화나류의 마약 재배를 막을수 없으니 악순환의 나라다 마약에는 총기 매춘이라서	1
진짜 연기한 황정민만 아깝네여.	0
진짜재밋음!!!! 이원근 눈웃음 성인역으로 안바꿧으면조켓다ㅠㅠ	1
영화 자체는 재미없음. 그러나 류승범 때문에 1점 더 줌. 다른 채널을 통해 류승범 출연 부분만 찾아보는 것이 개이득	0
대봑 쓰레기 그냥 아주 쒸레기	0
혹성탈출 자이언트 몽키 국내판이냐 ? 기생충 같은 영화로군	0
생각없이 봤는데 크게 놀랐다. 그리스도의 가치가 들어있었다. 한 명이 유혹에 빠졌을 때 보아 넘기는게 아닌 서로 힘있게 잡아줘 목표를 이뤘다. 그 순수한 열망에 함께 하시는 하느님과 세속과 주님을 함께 섬기기란 불가하단 것 까지... 많은 생각을들게함	1
빨갱이는 사형이 답이다. 북으로 돌아가라	0
존나져앟!!!졓다고졓앚2ㅕㅎㅇ	1
내용도 좋고 배우들도 연기 잘했던걸로... 근데 시청률이 ㅠㅠ	1
대박 ㅎㅎ	0
저 이거 첨 TV에 나왔을 때 잼있어서 또 하길 기다렸는데 안나오네..ㅜㅜ	1
지루함 뒤에 찾아온거 치곤 약하다	0
아 완전 힐링..근데왠지모르게 짠한건왜일까..	1
독특한소재인정! 다만, 공감안가는1인! 기계쪼가리에 의존하는 인물에 짜증만 날뿐!	0
너무 재밌어요 두번보세요	1
배창호감독님이 주연이시더군요 연기 잘하시고 영화도 감동입니다 찬사를 드립니다	1
로마의 아름다움과 삶의 재미	1
평점 2점대인 드라마는 처음본다;; 얼마나 재미없길래;;	0
모르겠다. 감독이 무얼 말하고 싶었는지?	0
식상한 장면연출 배우만 바뀌었을뿐이다	0
남주인공 완전 잘생김 한국오크남들과는 비교가안됨 내가 여자면 다른나라가서살겠다	1
고전을 해괴망측하게 재해석.	0
군더더기 없는 깔끔한 그러나 강한 메세지 전달. 뜻밖의 참좋은 영화..!	1
정말 환상적인 이야기들... 다시 보고 싶어요!!!!!!!!	1
매력이란 전혀없는 주인공과 중후반 갈수록 싱거워지는 스토리 ~~~~~~	0
내용도없고 지루.. 보다가 잤어요	0
개봉하자마자 극장가서 보고 펑펑울고 나왔었는데오랜만에 다시한번 또 보고 펑펑 울었습니다.정말 제 인생 최고의 영화인것같네요	1
이거 도대체 뭐하는 영화지?	0
일말의 순정 매일마다 보는데~진짜 완전 짱!!잼있다ㅎㅎ	1
아 놔 이건 진짜 너무하잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
재미없어요..진심입니다	0
투캅스가 버린 한국영화의 사생아들.	0
별루 신선결핍	0
무슨 말이 필요할까	1
40대 아저씨가 힙합하는게 그저 안습, 그리고 하우스에 브레이킹이라니	0
멀어져가는 꿈과 짜증나는 현실사이에서 꾸질해진 우리에게, Bravo!	1
콜린퍼스 뭔데 잘생기고 난리야 ㅠㅠ 마지막에 코트로 안아주는 장면은 진짜 엉엉 키도크고 연기도잘하고 목소리는 끝장이다 ..	1
꼭 봐야하는 영화...	1
이러니 전라도를 싫어하지	0
전작이나 감독을 들먹이면서 사람을 마치 영화볼줄모르는 미개인취급하는게 그저 웃길 뿐이네요. 재미없는거 재미없다 말도못하는 한국. 조잡 그 자체니 기대하지 말고 보세요	0
최고였다... 디렉터스컷도 무보건 볼것이다...	1
중2병 극치의 영화	0
상영할때 영화관에서 20분정도 보다가 못참겟어가지고 보다 나왓어요	0
진심 개노잼. 영화보다가 도중에 나온적은 처음이었다.쏜다앤더스게임로보캅 내 인생 최악의 쓰레기영화 top3	0
으시시한 분위기가 아닌 아예 호러를 만들어 놓은	0
와 이런영화가 있었다니...유학생인데요 정말 대단한 영화네요...	1
와 사람들 존나 잔인하다 지들 혼자 죽기 싫어서 남들 보라고 평점을 8점을 넘게주네 ㅋ ㅋ ㅋ 에이 나쁜사람들아 양심이 있으면 0점도 아까워ㅋ ㅋ ㅋ	0
ㄳ	1
딱 수준이 4점 짜리 영화	0
자유를향한수없는도전과반복되는실패결국꿈을이루는스티브맥퀸...현실에안주하며적응하는더스틴호프만...마지막까지섬에안주한다...인생을다시한번돌아보게하는영화...정말명작이다.	1
연출 촬영 편집 사운드 시나리오 연기 최고	1
현실과 마주하기엔 너무 무서워져버린 현실. 아직은 순수한 청년과 현실앞에 순수함을 잊고 사는 청년이 너무 안따갑다. 터널속 엔딩장면이 한참을 멍하게 만들지만 떠나가는 그를 부르면 경례하는 장면에선 복받쳐오른다. 감독님 정말 잘봤습니다.	1
용만이는 엠씨나 봐야한다.	0
엔딩자막이 올라간뒤... 한참을 미친듯이 울었다.. 가슴에서 목구멍으로 뜨거운무엇이 울컥올라오고 주체할수없었다. 얼마나 외로웠을지 알기에..얼마나 서글픈지 그걸잘알아서 차경선의 웃음조차 아팠다.	1
지금까지스토리괜찮았는데 국천수랑안된게너무슬퍼요 담번에 국천수에게 기회도좀	1
ㅠ.ㅠ; 최고임.. 오래되긴했지만.. 3편 언제나올라나 ㅠ.ㅠ;최고!	1
시간낭비한 영화. 내용도없고 스릴도없고...이게 7점이 넘다니 취향 참 특이한사람들 많네요.	0
이승신이 테러를 당한 이유를 알겠군..	0
그놈에 라흐마니노프...	1
실화를 바탕으로 만들어졌다니 더가슴이 아파하며 봤네요ㅠ범죄를 저질려도 청소년이란이유로 처벌도 안받았을꺼고ㅠ 가슴이 아팠습니다!그래도 희망인건건 저런좋은 선생님이 계셔서 그래도 희망이 보이더군요~ 정말많은걸 생각하게 하는영화였어요	1
일본실무자의 플레이 때문에 김경석씨가 열받아 일찍 돌아가신 것 같다 TT	1
나는 열린영화에 관대한편인데 이영화는 도를 넘었다.관객을찝찝하게만들고 머리아프게만든거라면 이영화 대성공이다. 하지만 이거 이해하고 호평내린거라면 그사람 확실히 정신병자거나 허세라고 확신한다. 1점주고싶지만 이런 체험처음이기에 3점준다	0
뭔가 보여주려다가 못보여준 느낌~~ 조금은 아쉽네요	0
이 영화가 왜 요번년도에 개봉됬는지 의심이 간다.	0
주인공들의 걸음걸이 하나부터 구렸다. 배우들만 유명할뿐!!!	0
신기하고 감동적인...	1
박진영 심사평 듣고있으면 짜증납니다!! 중심도 없이 이랬다 저랬다 기교부리는 말 장난 듣는거같아 요!! 시정좀해주세요 !! 출연자들의 노래 잘듣고 감동받다가 박진영 심사평 나오면 짜증나서 체널 돌리게 되네요!!	0
난..잘모르겠다;;;	0
존트라볼타 게다리춤ㅋㅋㅋ울나라 뮤지컬먼저 보고 영화봄ㅋㅋ	1
에코??? 개코 같은 영화다 진짜..	0
왜 이딴게 재개봉을 하는건지.. 굳이 보겠다면, 뜯어 말리진 않겠는데 극장가서 보진 마라. 다운 받아 보길, 토렌트로	0
매우 실망하는영화기대하고보면 더더더욱 실망하는영화.시간때우기에도 볼만한영화가아니다.야한영상하나 보는것을 추천..;;	0
퀄리티높은 공포영화 수작	1
오세훈 시장은 환경을 생각해서 촛불시위대를 잔디에 못들어가게 하는 거임	0
제주도 한화콘도에서 꽁짜로 보았는데 재밌었다.	1
예전에도 많이 봤었지만, 오랜만에 다시보니 감회가 새로웠고 달달한 영화가 땡긴탓에 찾아서 보게됬는데 유치하다라고 느끼겠지만 그모든것들이 다 귀여워서 보충 제대로 한 것 같다.	1
진짜 미친거 같은 영화... 재미없음	0
난 넬슨신을 믿는다.	1
무조건이지 행복하고 사랑스런 인생영화	1
알바중이에요~ 정말 잼 있어요 꼭 보샘	1
한때 유명했던 영화 포스터, 그러나 너무 뻔한 스토리..	0
순풍산부인과 미달이가 감정이입이 되서 정말 보면서도 죄를 짓는 느낌이었습니다....이건 무슨 느낌일까요?	1
영화관에서 못 봐서 아쉽다	1
벌린은 낚시지 무의미 낚시 관객들 헷갈리게해서 더 큰 반전주려고	1
오랜만에 티비에 나왔네 이건 만점이다영화로는 날 처음울린 영화	1
한번쯤 볼만한 독특한 프랑스 애미메이션	0
기대작이에요 너무 재미질것같아요^^	1
주사위 던지는 직쏘	0
"""연두 진짜 그만좀울자. 박광현 연기왜케 어색하냐. 할머니앞에서 무릅꿇고 말할때 어색한느낌의 말투/발음 그리고 미꾹에서왔다고 이마에 손올려 경례하는 재스쳐 .. 너무 부자연스러웠다. 하나더 강하준도 """"오빛나 힘내세요 하준이가 있쟎아요 """" 이건아니다."""	0
진정한 가슴에서 우러나는 진정한 감동을 느껴야 합니다. 정말 강추입니다.	1
잘 자고 왓음	0
0점도 아까움	0
스토리는 진부하지만 두사람의 연기로 모든게 완벽해짐...	1
이런 명배우들이 왜 이런 똥영화에 출연을 결정하게 되었을까? 생명의 위협을 받았던 걸까? 출연료가 어마어마했을까? 아니면, 내가 악몽을 꾸고 있는 걸까?	0
겁나 이건 영화라고 볼수없는 진짜 완전 잼있는 스토리에요	1
뭔지 모르고 봣는데 재밋네요. 특히 O 짤릴때 ㅋㅋㅋㅋㅋ	1
이 영화 만만치 않다..	1
내 인생 최고의 영화!!	1
초치의 차갑고도 외로운 표정...	1
같은거 없다	0
영화보다가 연기때문에 도중에 때려친 영화는 이게 처음이다. 니가 짱먹어라	0
4점은 됩니다	0
자신의 꿈을 만들어가고싶던 칼리토의 안타까운 비극..	1
여태까지 이렇게 의미 있는 드라마가 있었을까?	1
써든이냐ㅋㅋ	1
이게 14년도에 만들어진건가요? 아니면 예전에 만든거 다시개봉한건가요?ㅠ너무 허접해요 ㅠ	0
어휴 이걸 그냥	0
진짜 재미없음. 송혜교 연기도 개판.	0
가벼운마음으로 보면 이거 보다 웃긴영화를 찾기힘들다	1
마음이 아련해지는 영화	1
삶과 죽음의 의미를 잘 알게해준 영화 죽었다 살았다 말이 많은데 집중해서 보고 이해를 잘했다면 안죽었다는것을 알 수 있을 거임ㅇㅇ이러나 저러나 굿굿	1
감동적이고 재밋읏다	1
어설프게건들지말았어야지..대작이될수있었다	0
멋진 종방이었어요.. 아쉬운건 여운일르 굳이 죽였어야 하는건지..	1
막장에 말도 안돼는 스토리 참 한심	0
듬성듬성 구멍 난 스토리에 전하고자 하는 메세지도 알 수 없음.	0
드라마를 안보던 내가 집에 뛰어가서 주몽보러 본방사수하고 그랬음....	1
마지막까지 웃으면서 본 드라마 :)	1
전개가 너무 허술했고 CG도 어색했다. 좋은소재인데 원작보단 못하다.	0
배우들보니깐 큰 기대하긴 힘들듯해서 그냥봤는데 내용은 야동급이고 B급에로영화보다 못한영화.	0
옛날에 참 재밌게 봤는데 좋아요^^	1
이 리뷰들과 평점들 뭐지? 이거 보고 영화봤는데 지루하고 시간만 아깝다..뻔한 이야기에 사업하는 사람들 이정도 사실은 다 아는거 아닌가?처음부터 끝까지 지루함...리뷰에 스릴이 어쩌고 그래서 도데체 그 스릴은 언제쯤 나오나 오기로 봤다. 뭔데?	0
원작의 힘이 있는데도 형편없다 다시 보고 싶지 않다	0
처음자막과 스토리 마지막엔딩자막을 끝으루보구나선..모냐 이건??	0
그냥 시간때우기용으로 나쁘지않음	1
아 내 눈 정화가 필요하다구	0
별 기대 없이 봐서 그런지 잼나네여 ㅋㅋ	1
아이들이 재미있어하면 끝이죠. 그런데 1이랑 큰 차이가 없는 것 같아 아쉬웠던.. 너무 교육적인 측면을 부각시키려는 모습이 역력하여 좀...	1
시대를 역행하는 시궁창 신파극	0
만화같은 영화..어른들은 자제를..	0
별로에용	0
괜찮네요	1
계절학기 교양때매봤따. 개재미없음. 불꽃처럼나비처럼보단 낫지만 ㅋㅋㅋㅋㅋ 일단 여주인공 러시아어발음이 좃구림.	0
전 아주 재밌게 보았습니다. . . 게임하면서 봤거든요^^	1
역시스머프	1
다시 더빙하시면 10점 드릴께요. 물론 악역이 주인공역이 되면 말이죠	0
백진희 웰케이뿌냐 ㅡㅡ	1
감동적이고 내용도 꿀잼인데 평점이 왜이렇지?ㅠㅜ	1
막장 막장 영화	0
진지하고 무덤덤한 표정 속 유머는 날 사로잡기 충분했고 충분히 매력있는 영화다!!	1
기대이하... cg는 최고수준인데, 스토리제작이 아쉽습니다.계속 반복해서보고싶은 영화는 아닙니다.	0
내용에 몰입해야하는데 작화에 너무 몰입하게 만드는 느낌.. 영화를 보고나서 무슨내용인지 생각도 안남.. 끝나고 느끼는것도 작화만 끝내준다 라고 느낌.	0
영화 중반부 부터 피식..	0
감동을주려는 스릴러이다보니 엄청 무서워하지 않으면서 재밋게 잘봤어요! 감동적이었어요^^	1
정말 뜨꺼운 영화	1
시사회 보다나온적은 처음	0
형사의 끈질긴 수사로 범인도 잡고 감옥에서 썩게 됐으니 다행	0
송지효의연기가돋보였다그심리가공감이갔다	1
드라마가 재밌는데 그렇다고 너무 가벼운 것도 아니고 나름의 스토리도 있고 약간의 뻔한건 있지만 재미로 커버치는 듯ㅋㅋㅋㅋ솔직히 노다메 이런거보다 훨배 재밌는뎅	1
스토리가전체적으로 뭐랄까...한마디로 구림...ㅎ....	0
최민수와 나가세 토모야가 매력적.	1
주성치 역시웃겨염. 침뱉기액션에서 웃겨디짐 ㅋㅋㅋ.	1
재미도 없고 긴장감도 없고... 출연진에 비해 망할 법하다는 느낌! 한국에서 안성기와 조한선이 출연한 마이 뉴 파트너와 비슷한 느낌! 어쨌든 졸면서 끝까지 겨우 다 본 영화	0
천국보다 낯선곳에 도착하더라도 결국 천국은 없다.	1
지옥의묵시록만큼위대하진않지만...리들리 스콧다운영화임.	1
진심으로 쓴다. 보지마~!	0
린다린다린다린다린다린다	1
정말 유쾌한 만화	1
원작을 안본사람들은 소재가 참신해서 재밌어한거 같은데 20회 분량을 이상하게 간추리고 활발한 성격의 자연친화 아앙이 무표정 까칠이로 만들어놔서 개노잼	0
반전이 있는 멜로영화?	1
잠 와	0
바니 때문에 본다 ㅠㅠ 프렌즈의 빈자리를 채워준 유일한 미드	1
존맥클레인어디갔니?	0
진짜 김남주때문에 암걸리는 영화ㅡㅡ	0
아름다운 영화.카날라 땜에 눈물흘렸다	1
약간 지루한듯하다...나도 모르게 빠져드는순간이 옵니다...앤딩씬에선 눈물이 하염없이흐르네요..결코 억지로 쥐어짜지않는 슬픔입니다..잔잔한감동...이런 일본영화 개인적으로 너무좋네요...자극적인 영화에 길들여져있는 요즘세상...힐링이되네요....	1
머래? 난 1점이다! 1! 점!	0
부엉이인지 올빼미인지 정확히는 모르겠지만 부엉이가 이렇게 멋진새였네요ㅋㅋㅋ 슬로우모션 나올때도 너무 멋있었어요	1
학... 이거 언제나온거야 ㅡㅡㅡ; 왤케.. 존재감 없어	0
진짜 이때 조캡와 진짜 잘해주셧는데	1
만약 오인헤가 좋은 pd에 눈에 띄었다면 붉은 바캉스 같은 쓰레기 안했어도...지금쯤 어느 정도 인지도 있는 배우가 될을텐데... 뭐든지 시작이 중요함! 개인적으로 김지호 닮어서 정말 좋아 하는데...	0
보기드문 수작, 음모위에 음모, 스릴감있는 전개가 좋은..상상을 뛰어넘는 전개, 괜찮은 영화	1
제목은 재밌어보이는데 지겹다 6번 끊어서 겨우 봤다	0
어제부터 정주행해서 지금 17화까지 다 봤네요. 중간 중간에 약간 오글거리는 스토리와 대사가 있지만 ㅋㅋ 견딜만하구요. ;; 정말 장애인에 대해 다시 한번 생각하게 만들고 정려원, 김명민 정말 최고입니다. 시청률이 낮은게 너무 안타깝네요.	1
내인생은 오직 두가지로 분류된다 이경규의 복수혈전을 보기전과 본후의 인생, 이 둘뿐이다	1
킹 목사님 말 진짜로 멋있게 했음 존나 마지막에 엔딩듣고있는데 못기다리고 소란피우면서 나가는사람들 극혐	1
완전한 사육중 제일 좋아하는 3탄에서 본 인물이 나오는 영화 근데 내용이~~~영	0
음 한가지 아쉬운게 있다면 평점이 0.1점이 없다는게 아쉽네요.왜이리 평이 짧냐고요? 영화보시면 알거에요 그렇다고 보라고 추천하는건 절대 아닙니다. 절대 절대	0
버려라	0
딱히 할말이...캐미굳~	1
걸리버 여행기 원작을 보신분들이라면이영화가 참 한심하다는걸 볼수있습니다.'시사비평' 의소설을 '코미디' 로 '승격'시키다니 참;;	0
알파치노는 무조건 10점 ^ㅇ^ 하루 밤에 일어난 일을 정말 지루할 새 없이 재미있게 구성했음. 알파치노는 무조건 어느 영화나 스탠덥가이로 나오네. 너무 멋있음.. 나이 들어도 어디 안가는 명배우들 모음집. 완전 소장용.	1
최고 최고 최고 최고 최고다 그냥	1
의외의 수작. 9점은 됨	1
색다른 느와르! 감히 흉내내기 힘든 특유의 독특함이매력적.	1
내가 가장 좋아하는 로맨스 영화..환생해서라도 다시 사랑하고 싶은 사람이 있다는건 어떤 느낌일까	1
그의 그림은 좋다.,,..	0
아까운 게리 올드만.	0
도구를 써 OO ㅡㅡ 도라에몽 저거 ㅄ이냐 도구써서 해결하면 될것을 아오 ㅄ ㅡㅡ	0
개운대보다가 눈정화좀했다	1
kbs 에서 봤는데 정말 좋던데 점점 빠져들면서 재미있음	1
체벌이 없구나........근데 밑에분 영화 극중 인물보고 흥분을 하시다니 ㅋㅋㅋㅋㅋㅋ	1
이승연의 어설픈 연기력이 최대맹점(폴리스에서 여형사 역 이후 2년 지났는데도 저런 연기력이라는게 황당함), 최민수의 정체된 겉멋연기도 못 봐줄정도... 당시 서울모습 외에는 볼게 없다.	0
......	1
수퍼맨이 간다인데 하루네 집만 늘 엄마가 나오고 이 나올때마다 먹방 같아 종종 별로다	0
주인공이 트랜스포머 G1의 인페르노잖아 ㅋㅋ	1
영화내용보단 배우만 보이는 영화....	0
1회부터 너무 잘보고있습니다오늘의 하이라이트 강문어 대박!사남일녀화이팅^^	1
재미있다 감동 적이고 유쾌했던 이야기 우리 아빠도 저랬으면 좋겠다 ㅋㅋ	1
20년이 지난 지금 한번더 보게 만드는 영화다. .. 이게바로 영화인듯..	1
정말 재미있네요 마지막에 라이토군은 렘을이용해서 L을죽이려했지만 L군이 미리데스노트에자기이름써서 23일뒤에죽고.. 라이토군키라란거밝히고ㅎ 둘다천재지만 L군이좀더천재인거같네요 이영화강추해요	1
아, 정말 뭉클하면서 따뜻한 영화였어요, 딱 내가 좋아하는 스타일의 영화!! ㅋㅋ	1
완성도는 있는데 쓸데없이 넘 길어서 지루하다! 2번보고 2번다 잠;;	0
2012년 리메이크작을 보니 투박하지만 원작이 그나마 낫다. 리메이크는 그냥 킬링타임용	1
뻔한 스토리의 스포츠 무비.	0
황당.. 아무리 아줌마라도.. 이건정말 아니자나	0
좀잔인하지만 괜찬네요...	1
전미 박스오피스1위 한영화이다. 진정한 공포를 아는사람은 이건 수작이다.	1
정말 멋있고 감명깊은 영화에요!!	1
진부하고 지루하고 어지럽다.	0
최고다 최고.... 와 진짜 감동적이고 너무 슬프다	1
공룡쭈쭈보다공룡은더나은데그세도역시삼류!	0
10대가 이런영화 봐도돼??? 등급이 19세인대	0
초등학교시절 친구집에서 친구들이랑 함께 비디오로 본 이 영화. 재미도 재미있었지만 지금 다시금 생각하기에는 추억이었다.	1
수학여행와서 이런영화따위를보다니	0
김정국 고아라 안연석 김성균 민도희 손호준 차선우 ♥	1
냉혹한 비즈니스세계에서 말보다 행동이 먼저라는 강한 정신으로 매섭게 일하는 영미는 과거 한국의 어머니 모습인것 같다.	1
최고임! 너무 너무 너무 재미 남!	1
^^ 꿀잼 으헤헤헤헤 나름 잼나여	1
사랑해요!!!동물농장^^	1
이 영화가 2008년에 만들어졌다는게 진짜 충격적이다	0
영화 10분만에 잠든건 처음	0
보는내내 그냥 다른 MJ꺼 뮤직비디오를 볼껄 생각만 했다	0
보지마라 더럽게 재미없다..	0
아..부디 해피엔딩으로 끝나길바랫는데.. 정말 가슴아픈 영화입니다..	1
걍 옛날 설 구경에 만족해야..	0
공포도 아니고 야한것도 아니고 웃기긴하다	0
최악의 샤론스톤. 연기도 액션도 어느것하나 제대로 소화하지 못함	0
너무나이상하고안무서워고무서운것바게없어요너무나느낌이쓰라여요	0
너무 답답했고 슬펐다... 눈물은 안흘렸지만 마음은 한동안 아릴거같다..	1
진짜 대박인 것 같습니다.계속해서 생각나게하고 생각하게 하는 것 같습니다. 난 신나게 춤추며 살거다란 대사는 잊혀지지 않을 것 같습니다. 좋은 영화 감사합니다.	1
반담과 로드맨의 더블팀은 재미를 더블로 감소시켰다	0
정말 전설이죠. 다시없을 영화입니다.	1
2003년에 이거 본 기억나는데 내 생애 최초로 영화든 애니든 보다가 잠든 작품임. 처음으로 스크린으로 쓰레기를 보게 해준 작품. 진짜 예전관점으로 보라는 사람들은 이영화가 선사시대 동굴 벽화보다 재미없는걸 알아야됨	0
엉덩이아프고 졸려서 뛰쳐나왔다. 다들나가더라.	0
신선하기는 그냥 지가 생각나는데로 막 만든 거잖아. 어이없고 황당하면 신선한거야?? 평점조정... 3점을 넘으면 안돼~~	0
와 아이유다~~ 젊은가수가 나와서 더 좋네	1
코난 시리즈중에 제일 재미없음 결말이 이상함	0
원숭이권법 압권....-_-b	0
시간때우려다가 전기세가 아까웠다 물어내라!	0
여자 섹시하네..	0
영화평점 작성하신분들 왜케 웃김ㅋㅋㅋ보다가 빵터졌어요ㅋㅋ	1
9점대는아니지..낚였네	0
뜬구름. 아기란지 야기란지 이런 애를 좋아하는 경우가 있구나. 참 다양한 세상.	0
소설로 만들어져서 인지 스토리가 탄탄한 영화.몰입하면서 잘 본 것 같다.	1
초등학생인데 저랫ㅇ면 좋겟다	1
지루해 으아악악 아선 영화도 안야	0
재미없어요 오글거리고 지저분함	0
생각보단 옛날 영화가 아니네. 최민수 잘생겨서 1점, 노래 좋아서 1점, 나머지는 개 허접	0
재미있어요^^	1
무협영화 좋아하시는 분이라면!! 꼭 보도록 합시다.	1
주인공 두 배우의 케미가 좋고 박유천씨 개그연기 아주 찰집니다 ㅎㅎ 계속 웃다가 배아팠어요^^ 담주까지 기다리기 힘들정도로 넘 잼났어요~!!	1
이건뭐 스토리도 허접하고 액션도 허접하고.	0
아무리 아이들 위주의 영화라지만, 너무 건성의 저질적인 영화.	0
매년 봄마다 다시보는 작품, 이루어지지 않는 사랑을 해본 경험이 있다면 쉽사리 지나칠 수 없는 명작입니다.	1
81년생 남자로서 어제1~50부까지 다 봤다는게 쪽팔리지않다 풋!	1
말로는 표현하기 힘든 영화	1
열글자를채워야하다니	1
완점 잼 있음~ SF 제대로, 스릴러 제대로, 액션, 영상, 흥미 제대로...	1
평점에 비하면 재밌고 유쾌하다!!	1
재미없다,, 코미디도 아니다.. 솔직히 난 뭔말인지도 모르겠다..ㅡㅡ	0
아무리 연애인이라지만 발음도 안되는 애를 데려다 성우를 썼냐?	0
엄정화의 뻐더렁니가 기억난다.	0
아주 아주 굿......^^*	1
제레미아이언스가 아까움	0
감동+재미 전형적인 아담샌들러풍 코미디 ㅋ ㅋ	1
유아인과, 김병석의 연기가 정말 좋았어요. 김병석씨 이분은 영화에서 볼수 없다는게 아쉬워요.; ㅅ;	1
뭐냐이게 ㅡㅡ	0
외모지상주의 사회에 일침을 가하는 영화! 사와지리 에리카에게 딱맞는 역할이네요 완벽한 미모.. ㅠㅠㅠㅠ 보고나서 많은 생각이 나게 하네요	1
지루한 장르의 리듬. 고등학생 습작수준의 시나리오	0
강추해여. 이 영화는 음 뭐랄까 우정을나눠주는 (?)그런영화같아요	1
평점 7.70;; 왤캐높지? 역대에 이것보다 쓰레기인 드라마 있었음??내용이 모두최악;	0
최민수님역시!!!요번에 배역 정말 잘맡으신듯~~~다른말이 필요없는듯합니다재밌게잘보고있어요 힘내세요!!!!	1
일본이 망한다는 소재빼고 재미잇는개 없다 일본망해라 우끼끼우끼끾끾우끽끼~!!~!~!~!	0
무차별 안구테러가 시작된다	0
시도는 좋은데 다시는 이런 시도 하지마라. 망할걸 알고 하는 건 도전이 아니다.	0
지금 당신들이 하는 것도 선동이라고 생각하지 않는지	1
아 정말 여운은 최고...ㅠㅠ 씁쓸해짐...ㅠㅠ	1
아마랄랄다닻팜ㄴㅇㅎㄹ	0
미래에 나도 저런 우정이 끈끈한 친구들과 함께하고싶다	1
재밌는데 뭐가 문제란건지?	1
어이구 .. 지루해..	0
가슴깊이 퍼지는 감동의 스포츠영화	1
괜찮았는데 김예림이랑 왜엮냐는 엘팬들때문에 정떨어져서 안볼란다	0
관객의 영화수준을 비웃는 영화... 누구말처럼 어디가서 영화찍었다고 말하지 말자...	0
저 90년대 생입니다. 최근에봤구요. 엄청 울었습니다.	1
ㅋㅋ 아이유 나오는 영화라도 쓰레기는쓰레기네?ㅋㅋㅋ	0
전작과는 비교가 안되네. 전작도 이만큼은 신경써서 만들지 그랬나요ㅋ	1
제레미진짜짱임완전잘생겼다..........베드신은좀약하지만그래도위험하고멋진관계였다	1
김유정빼곤 uh 2가 없네	0
내가세상에서제일좋아하는영화 너무 매혹적인 영화다	1
분명 호불호가 갈릴 영화지만, 난 인상적인 장면이 계속 맴돌아 좋은 평점을 주고싶다. 티격태격하는 가족들에게 추천!	1
오랜만에 봤는데 역시 재밌어요 !역시 조니뎁..!!!	1
학교에서 보여줬었는데 정말 별로...	0
아 진짜 재밌다 이런영화다시는업을꺼같타	0
개그에 편승 상품.	0
ㅈㄴ 재미없네.1점준 쓰레기중 한국영화 죄다 8~10점주는 M창있네	0
정말 감동 그 자체 드라마... 양동근 오열 연기 정말 최고 대박! ㅠㅠ	1
킬링타임으로 봤는데 생각외로 재밌게 봤습니다.ㅋㅋㅋㅋ	1
220억 어디갔어? 시간 낭비만 했네 쓰레기 영화	0
잼있는건 평점낮고 이처럼 잼없는건 평점높고..너네 이럴래	0
머냐 이게? 철학하냐? 횡성수설 개판인걸 무슨 스토리 있는것처럼 OO하고 테슨가 개는 모냐? 적당하게 생긴앨 엄청 공주로 만드네 진심 보지 마라 OO아서 결론 말한다 테스 살고 다죽는다 특정상황 궁금하게 해서 보게하는 잡영화다	0
진짜 허무하다..내가 왜 이걸 일요일저녁에 봤을까 ㅅㅂ SBS	0
재밌긴한데 엄마 불륜 저지른거임?	1
왜이리 유치하냐 각본을 누가쓴건지 참 궁금한 영화다 그래도 킬러아저씨가 제일 웃겼다	0
재미없어..1점준거중 한국영화 죄다 9~10점준 M창있네	0
몇일이 지나도 쉽사리 잊혀지지 않고 있어.. 이 영화.. 뭐지.. ?!	1
파이에 똴치는거보고 개빵터졋넼ㅋㅋ 그리고 캠ㅋㅋ 아 오랜만에 웃었넼ㅋ	1
그냥 무쌍을 찍어라 중국 특유에 오바 액션 0.5점도 아깝다기냥 조조는 OO이지 이상한 진(?)펼진거에 개돌하고 있고관우랑 장비는 홀몸으로 무쌍찍고	0
시한부의 정석...감동적...	1
난 재미있게 봤는데 ㅎㅎ	1
1976년, 지금은 2014년. 도대체 뭐가 달라졌는가?	1
잔혹한 동화... 정말 말그대로다...	1
참신했지만, 스토리는 없다.	0
이건 여자가 펫으로 나왔으면 소송을당했을거야. . .	0
더러운 세상에 하얀 눈꽃처럼 순수한 영화. 타락한 세상에 이런 순수함과 따뜻한 마음이 있다는 생각에 마음이 따뜻해지네요. 굿굿	1
....10점이나준 미친놈도있네;	0
정말 볼만한 영화가 없을때만 보세요.	0
친구들이랑 같이 집에서 봤는데 재미있었어요.	1
재미가 없음.	0
평점 너무낮네요. 가볍게 유쾌하게 볼만합니다 .살짝 무섭기도?ㅋㅋ; 호러보단 코믹에 가까움. 스토리는 뭐 나름 신선하던데요 . 삼류까진 아닌듯.이제훈 티슈로 똥꼬 딲는거랑 김윤헤가 인형질하는거 빵터짐ㅋㅋㅋ여배우들 보는재미도 쏠쏠했네요7.5점	1
